csv_index,dish_name,diet_type,meal_type,goal,dish_calories,dish_protein_g,dish_fat_g,dish_carbs_g,food_item,role_in_dish,quantity, In_Grams , Price_Per_Gram , Price_Per_Portion 
83,Turkey & Cabbage Stir-Fry,Low-Carb,Dinner,Blood sugar control,380,42,14,14,lemon chicken,finish,squeeze, 10 , 19 ," 3,210 "
94,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,spinach souffle,base,3 cup, 255 , 510 ," 2,051 "
1076,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,walnut,topping,30g, 30 , 360 ," 2,051 "
36,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,feta cheese,topping,50g, 50 , 450 ," 2,051 "
1633,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,cucumber,add-in,1 diced, 200 , 360 ," 2,051 "
1377,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,red wine vinegar,dressing,1 tbsp, 15 , 23 ," 2,051 "
1155,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,olive oil,dressing,2 tbsp, 28 , 336 ," 2,051 "
2015,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,garlic,dressing,1 cloves, 4 , 6 ," 2,051 "
2020,Walnut & Feta Spinach Salad,Low-Carb,Lunch,Blood sugar control,340,14,26,10,mustard,dressing,0.5 tsp, 3 , 6 ," 2,051 "
358,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,cod raw,base,200g, 200 ," 1,600 "," 2,931 "
1623,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,baby zucchini,side,1 slices, 35 , 63 ," 2,931 "
1528,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,eggplant raw,side,1 cubed roasted, 350 , 875 ," 2,931 "
2015,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,garlic,flavor,4 cloves, 16 , 24 ," 2,931 "
1155,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,olive oil,drizzle,2 tbsp, 28 , 336 ," 2,931 "
1988,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,paprika,rub,1 tsp, 2 , 12 ," 2,931 "
83,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,lemon chicken,finish,squeeze, 10 , 19 ," 2,931 "
2022,Cod with Roasted Veg,Low-Carb,Dinner,Blood sugar control,320,40,10,14,thyme dried,herb,0.5 tsp, 1 , 2 ," 2,931 "
169,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,pasta with meatballs in tomato sauce,base,4 chopped, 492 , 984 ," 2,398 "
94,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,spinach souffle,veggie,2 cup, 170 , 340 ," 2,398 "
1013,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,carrot juice,veggie,3 chopped, 183 , 238 ," 2,398 "
231,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,cream of celery soup,veggie,3 stalks, 120 , 480 ," 2,398 "
1623,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,baby zucchini,veggie,1 diced, 100 , 180 ," 2,398 "
2063,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,lentils raw,protein,0.25 cup, 50 , 100 ," 2,398 "
2015,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,garlic,flavor,3 cloves, 12 , 18 ," 2,398 "
1155,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,olive oil,cooking,1 tsp, 5 , 54 ," 2,398 "
2024,Big Veggie Minestrone,Volumetrics,Lunch,High hunger,180,10,4,28,basil dried,herb,1 tsp, 1 , 4 ," 2,398 "
1880,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,watermelon,base,3 cup, 456 , 228 ," 1,070 "
36,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,feta cheese,topping,40g, 40 , 360 ," 1,070 "
1633,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,cucumber,add-in,1 diced, 200 , 360 ," 1,070 "
747,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,after eight mints nestle,herb,fresh sprigs, 2 , 8 ," 1,070 "
1377,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,red wine vinegar,dressing,1 tsp, 5 , 8 ," 1,070 "
1155,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,olive oil,drizzle,1 tsp, 5 , 54 ," 1,070 "
1859,Watermelon Feta Salad,Volumetrics,Snack,High hunger,160,6,8,22,pomegranate,garnish,seeds, 15 , 53 ," 1,070 "
1519,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,broccoli raab raw,base,2 cup, 80 , 200 ," 1,617 "
94,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,spinach souffle,base,2 cup, 170 , 340 ," 1,617 "
2015,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,garlic,flavor,3 cloves, 12 , 18 ," 1,617 "
185,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,cream of onion soup,base,1 large, 210 , 840 ," 1,617 "
1013,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,carrot juice,add-in,1 chopped, 61 , 79 ," 1,617 "
1155,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,olive oil,cooking,1 tsp, 5 , 54 ," 1,617 "
83,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,lemon chicken,finish,squeeze, 10 , 19 ," 1,617 "
889,Broccoli Spinach Soup,Volumetrics,Lunch,High hunger,160,10,4,22,yogurt,swirl,2 tbsp, 30 , 66 ," 1,617 "
1623,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,baby zucchini,base,3 large, 450 , 810 ," 3,311 "
169,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,pasta with meatballs in tomato sauce,base,4 chopped, 492 , 984 ," 3,311 "
1528,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,eggplant raw,base,1 cubed, 350 , 875 ," 3,311 "
2015,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,garlic,flavor,4 cloves, 16 , 24 ," 3,311 "
1155,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,olive oil,drizzle,2 tbsp, 28 , 336 ," 3,311 "
2010,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,oregano dried,herb,1 tsp, 1 , 4 ," 3,311 "
36,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,feta cheese,topping,30g, 30 , 270 ," 3,311 "
2024,Zucchini Tomato Bake,Volumetrics,Dinner,High hunger,200,8,8,24,basil dried,garnish,fresh if possible, 2 , 8 ," 3,311 "
1633,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,cucumber,base,2 large, 600 ," 1,080 "," 1,749 "
889,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,yogurt,base,1 cup, 245 , 539 ," 1,749 "
2015,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,garlic,flavor,1 cloves, 4 , 6 ," 1,749 "
83,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,lemon chicken,flavor,juice of 1, 19 , 38 ," 1,749 "
747,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,after eight mints nestle,herb,fresh, 2 , 8 ," 1,749 "
1155,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,olive oil,drizzle,1 tsp, 5 , 54 ," 1,749 "
1377,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,red wine vinegar,balance,0.5 tsp, 3 , 4 ," 1,749 "
2009,Cucumber Yogurt Cold Soup,Volumetrics,Lunch,High hunger,160,8,4,20,parsley fresh,garnish,chopped, 5 , 20 ," 1,749 "
1874,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,apple,base,1 large, 220 , 440 , 901 
1880,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,watermelon,base,2 cup, 304 , 152 , 901 
1633,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,cucumber,add-in,1 slices, 35 , 63 , 901 
1013,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,carrot juice,add-in,sticks, 61 , 79 , 901 
889,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,yogurt,dip,0.25 cup, 61 , 135 , 901 
40,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,honey,drizzle,0.5 tsp, 4 , 25 , 901 
1066,Fruit & Veggie Power Plate,Volumetrics,Snack,High hunger,200,6,6,34,chia seeds dried,sprinkle,0.5 tsp, 2 , 8 , 901 
2063,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,lentils raw,base,0.5 cup, 100 , 200 ," 2,124 "
1013,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,carrot juice,veggie,3 chopped, 183 , 238 ," 2,124 "
231,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,cream of celery soup,veggie,3 stalks, 120 , 480 ," 2,124 "
94,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,spinach souffle,veggie,2 cup, 170 , 340 ," 2,124 "
169,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,pasta with meatballs in tomato sauce,base,3 chopped, 369 , 738 ," 2,124 "
2015,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,garlic,flavor,4 cloves, 16 , 24 ," 2,124 "
1019,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,cumin seeds,spice,1 tsp, 2 , 12 ," 2,124 "
1155,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,olive oil,cooking,1 tsp, 5 , 54 ," 2,124 "
83,Lentil & Vegetable Mega Soup,Volumetrics,Dinner,High hunger,260,16,4,42,lemon chicken,finish,juice of 1, 19 , 38 ," 2,124 "
2380,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,chicken breast cooked,base,150g, 150 ," 1,650 "," 3,496 "
1550,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,cabbage raw,base,3 cup, 267 , 801 ," 3,496 "
1013,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,carrot juice,base,2 chopped, 122 , 159 ," 3,496 "
231,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,cream of celery soup,base,2 stalks, 80 , 320 ," 3,496 "
2015,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,garlic,flavor,3 cloves, 12 , 18 ," 3,496 "
169,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,pasta with meatballs in tomato sauce,base,2 chopped, 246 , 492 ," 3,496 "
2022,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,thyme dried,herb,0.5 tsp, 1 , 2 ," 3,496 "
1155,Cabbage & Chicken Stew,Volumetrics,Dinner,High hunger,280,32,6,24,olive oil,cooking,1 tsp, 5 , 54 ," 3,496 "
1905,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,mango,base,0.5 cup, 83 , 289 , 939 
630,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,strawberry topping,base,0.5 cup, 76 , 152 , 939 
1835,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,banana,add-in,0.5 frozen, 59 , 118 , 939 
889,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,yogurt,base,0.5 cup, 123 , 270 , 939 
1066,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,chia seeds dried,boost,1 tbsp, 12 , 48 , 939 
40,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,honey,sweeten,1 tsp, 7 , 49 , 939 
1037,Papaya & Berry Smoothie,Volumetrics,Breakfast,High hunger,220,6,2,48,flaxseeds,boost,1 tsp, 4 , 14 , 939 
191,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,chicken mushroom soup,base,8 large, 240 , 720 ," 1,363 "
94,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,spinach souffle,filling,1 cup, 85 , 170 ," 1,363 "
2015,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,garlic,filling,2 cloves, 8 , 12 ," 1,363 "
36,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,feta cheese,filling,30g, 30 , 270 ," 1,363 "
1155,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,olive oil,drizzle,1 tbsp, 14 , 168 ," 1,363 "
2022,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,thyme dried,herb,0.5 tsp, 1 , 2 ," 1,363 "
83,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,lemon chicken,finish,squeeze, 10 , 19 ," 1,363 "
1988,Stuffed Mushrooms,Volumetrics,Snack,High hunger,180,10,8,18,paprika,garnish,pinch, 0 , 2 ," 1,363 "
2380,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,chicken breast cooked,base,200g, 200 ," 2,200 "," 3,506 "
860,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,white rice raw,base,1 cup, 185 , 333 ," 3,506 "
193,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,black bean soup,add-in,0.5 cup, 86 , 172 ," 3,506 "
1702,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,avocado,topping,¼, 50 , 200 ," 3,506 "
169,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,pasta with meatballs in tomato sauce,salsa,2 diced, 246 , 492 ," 3,506 "
889,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,yogurt,sour cream sub,2 tbsp, 30 , 66 ," 3,506 "
2015,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,garlic,flavor,2 cloves, 8 , 12 ," 3,506 "
1988,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,paprika,seasoning,1 tsp, 2 , 12 ," 3,506 "
83,IIFYM Chicken Burrito Bowl,IIFYM,Lunch,Flexible macros,560,44,14,62,lemon chicken,finish,squeeze, 10 , 19 ," 3,506 "
2160,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,beef shoulder steak raw,base,180g, 180 , 144 ," 1,108 "
860,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,white rice raw,base,0.75 cup, 139 , 250 ," 1,108 "
1519,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,broccoli raab raw,veggie,1 cup, 40 , 100 ," 1,108 "
191,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,chicken mushroom soup,veggie,0.5 cup, 120 , 360 ," 1,108 "
1489,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,soy sauce,sauce,2 tbsp, 32 , 64 ," 1,108 "
2015,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,garlic,flavor,3 cloves, 12 , 18 ," 1,108 "
1155,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,olive oil,cooking,1 tbsp, 14 , 168 ," 1,108 "
649,IIFYM Beef Stir-Fry,IIFYM,Dinner,Flexible macros,520,44,16,44,sesame flour,garnish,1 tsp, 3 , 5 ," 1,108 "
362,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,salmon cooked,base,180g, 180 ," 2,880 "," 3,749 "
860,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,white rice raw,base,0.75 cup, 139 , 250 ," 3,749 "
1702,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,avocado,topping,¼, 50 , 200 ," 3,749 "
1633,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,cucumber,topping,sliced, 200 , 360 ," 3,749 "
1489,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,soy sauce,sauce,1 tbsp, 16 , 32 ," 3,749 "
83,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,lemon chicken,finish,squeeze, 10 , 19 ," 3,749 "
649,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,sesame flour,garnish,1 tsp, 3 , 5 ," 3,749 "
2015,IIFYM Salmon Rice Bowl,IIFYM,Dinner,Flexible macros,580,46,22,46,garlic,sauce,0.5 cloves, 2 , 3 ," 3,749 "
817,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,oats,base,1 cup, 90 , 180 , 707 
44,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,peanut butter,mix-in,2 tbsp, 32 , 224 , 707 
1835,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,banana,topping,1 slices, 35 , 70 , 707 
40,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,honey,drizzle,1 tsp, 7 , 49 , 707 
1066,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,chia seeds dried,boost,1 tbsp, 12 , 48 , 707 
889,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,yogurt,stir-in,0.25 cup, 61 , 135 , 707 
101,IIFYM Peanut Butter Oats,IIFYM,Breakfast,Flexible macros,480,18,16,64,nachos with cinnamon sugar,flavor,0.5 tsp, 1 , 2 , 707 
2360,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,turkey breast raw,base,180g, 180 ," 2,160 "," 3,322 "
650,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,whole grain wheat flour,wrap,1 large, 75 , 113 ," 3,322 "
1702,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,avocado,spread,0.25 mashed, 50 , 200 ," 3,322 "
169,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,pasta with meatballs in tomato sauce,filling,sliced, 123 , 246 ," 3,322 "
1633,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,cucumber,filling,sliced, 200 , 360 ," 3,322 "
2020,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,mustard,sauce,1 tbsp, 15 , 38 ," 3,322 "
36,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,feta cheese,topping,20g, 20 , 180 ," 3,322 "
1155,IIFYM Turkey Wrap,IIFYM,Lunch,Flexible macros,500,42,12,52,olive oil,drizzle,0.5 tsp, 2 , 26 ," 3,322 "
879,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,cottage cheese creamed,base,1 cup, 226 ," 2,034 "," 2,471 "
630,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,strawberry topping,topping,0.5 cup, 76 , 152 ," 2,471 "
40,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,honey,drizzle,1 tsp, 7 , 49 ," 2,471 "
1076,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,walnut,crunch,15g, 15 , 180 ," 2,471 "
817,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,oats,crunch,2 tbsp, 20 , 40 ," 2,471 "
1066,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,chia seeds dried,boost,1 tsp, 4 , 16 ," 2,471 "
101,IIFYM Cottage Cheese Bowl,IIFYM,Snack,Flexible macros,320,24,8,36,nachos with cinnamon sugar,flavor,pinch, 0 , 0 ," 2,471 "
508,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,shrimp cooked,base,200g, 200 ," 3,000 "," 4,271 "
650,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,whole grain wheat flour,pasta,100g, 100 , 150 ," 4,271 "
169,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,pasta with meatballs in tomato sauce,sauce,3 chopped, 369 , 738 ," 4,271 "
2015,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,garlic,sauce,3 cloves, 12 , 18 ," 4,271 "
1155,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,olive oil,sauce,2 tbsp, 28 , 336 ," 4,271 "
2024,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,basil dried,herb,1 tsp, 1 , 4 ," 4,271 "
83,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,lemon chicken,finish,squeeze, 10 , 19 ," 4,271 "
1988,IIFYM Shrimp Pasta,IIFYM,Dinner,Flexible macros,520,38,10,66,paprika,flavor,0.5 tsp, 1 , 6 ," 4,271 "
889,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,yogurt,base,1 cup, 245 , 539 ," 1,280 "
1835,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,banana,topping,1 slices, 35 , 70 ," 1,280 "
1905,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,mango,topping,0.5 cup, 83 , 289 ," 1,280 "
40,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,honey,drizzle,1 tbsp, 21 , 147 ," 1,280 "
1095,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,granola,topping,0.25 cup, 30 , 135 ," 1,280 "
1066,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,chia seeds dried,boost,1 tbsp, 12 , 48 ," 1,280 "
1859,IIFYM Yogurt Fruit Bowl,IIFYM,Breakfast,Flexible macros,380,16,8,58,pomegranate,topping,seeds, 15 , 53 ," 1,280 "
498,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,tuna canned,base,1 can, 140 , 980 ," 1,762 "
1702,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,avocado,spread,0.5 mashed, 100 , 400 ," 1,762 "
650,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,whole grain wheat flour,base,2 slices, 70 , 105 ," 1,762 "
169,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,pasta with meatballs in tomato sauce,topping,sliced, 123 , 246 ," 1,762 "
1377,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,red wine vinegar,dressing,0.5 tsp, 3 , 4 ," 1,762 "
2020,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,mustard,mix-in,0.5 tsp, 3 , 6 ," 1,762 "
83,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,lemon chicken,flavor,squeeze, 10 , 19 ," 1,762 "
1988,IIFYM Tuna Avocado Toast,IIFYM,Lunch,Flexible macros,440,36,16,34,paprika,garnish,pinch, 0 , 2 ," 1,762 "
1835,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,banana,base,1 frozen, 118 , 236 , 909 
889,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,yogurt,base,0.75 cup, 184 , 404 , 909 
44,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,peanut butter,add-in,1 tbsp, 16 , 112 , 909 
817,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,oats,add-in,0.25 cup, 23 , 45 , 909 
40,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,honey,sweetener,1 tsp, 7 , 49 , 909 
1066,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,chia seeds dried,boost,1 tbsp, 12 , 48 , 909 
1037,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,flaxseeds,boost,1 tsp, 4 , 14 , 909 
101,IIFYM Post-Workout Shake Bowl,IIFYM,Snack,Flexible macros,420,36,10,46,nachos with cinnamon sugar,flavor,pinch, 0 , 0 , 909 
